"","EVENT_ID","ROLE","start","end","color","mid","dur"
"229",291,"Flats",2025-07-29 07:00:15,2025-07-29 07:00:18,"royalblue",2025-07-29 07:00:16.5,3
"230",292,"Flats",2025-07-29 07:00:18,2025-07-29 07:00:22,"royalblue",2025-07-29 07:00:20,4
"231",293,"Flats",2025-07-29 07:00:22,2025-07-29 07:00:25,"royalblue",2025-07-29 07:00:23.5,3
"232",294,"Flats",2025-07-29 07:00:25,2025-07-29 07:00:29,"royalblue",2025-07-29 07:00:27,4
"233",295,"Flats",2025-07-29 07:00:29,2025-07-29 07:00:32,"royalblue",2025-07-29 07:00:30.5,3
"234",296,"Flats",2025-07-29 07:00:32,2025-07-29 07:00:36,"royalblue",2025-07-29 07:00:34,4
"235",297,"Flats",2025-07-29 07:00:36,2025-07-29 07:00:39,"royalblue",2025-07-29 07:00:37.5,3
"236",298,"Flats",2025-07-29 07:00:39,2025-07-29 07:00:43,"royalblue",2025-07-29 07:00:41,4
"237",299,"Flats",2025-07-29 07:00:43,2025-07-29 07:00:46,"royalblue",2025-07-29 07:00:44.5,3
"238",300,"Flats",2025-07-29 07:00:46,2025-07-29 07:00:49,"royalblue",2025-07-29 07:00:47.5,3
"239",301,"Flats",2025-07-29 07:00:49,2025-07-29 07:00:53,"royalblue",2025-07-29 07:00:51,4
"240",302,"Flats",2025-07-29 07:00:53,2025-07-29 07:00:56,"royalblue",2025-07-29 07:00:54.5,3
"241",303,"Flats",2025-07-29 07:00:56,2025-07-29 07:01:00,"royalblue",2025-07-29 07:00:58,4
"242",304,"Flats",2025-07-29 07:01:00,2025-07-29 07:01:03,"royalblue",2025-07-29 07:01:01.5,3
"243",305,"Flats",2025-07-29 07:01:03,2025-07-29 07:01:07,"royalblue",2025-07-29 07:01:05,4
"244",306,"Flats",2025-07-29 07:01:07,2025-07-29 07:01:10,"royalblue",2025-07-29 07:01:08.5,3
"245",307,"Flats",2025-07-29 07:01:10,2025-07-29 07:01:36,"royalblue",2025-07-29 07:01:23,26
"246",NA,"NGC6992",2025-07-28 22:00:00,2025-07-29 02:12:00,"red",2025-07-29 00:06:00,15120
