ExposureNumber,FilePath,FilterName,ExposureStart,Duration,Binning,CameraTemp,CameraTargetTemp,Gain,Offset,ADUStDev,ADUMean,ADUMedian,ADUMin,ADUMax,DetectedStars,HFR,HFRStDev,FWHM,Eccentricity,GuidingRMS,GuidingRMSArcSec,GuidingRMSRA,GuidingRMSRAArcSec,GuidingRMSDEC,GuidingRMSDECArcSec,FocuserPosition,FocuserTemp,RotatorPosition,PierSide,Airmass,ExposureStartUTC,MountRA,MountDec,ImageType
47,NA,L,2025-12-20T22:06:00Z,60,1x1,-20,-20,100,50,322.3425,680.575,674,439,65535,864,2.3725,0.2544,3.614863277539636,0.4975123602614668,0.4398,0.3573,0.3437,0.2793,0.2743,0.2229,17603,50,90.0557,West,2.058,2025-12-21T03:06:55Z,148.8435375700045,69.31194891611109,LIGHT
47,NA,R,2025-12-20T23:53:00Z,30,1x1,-20,-20,100,50,118.1587,527.0405,525,343,65535,682,2.4435,0.2773,3.5959752483555327,0.46470782543571654,0.6192,0.5031,0.518,0.4209,0.3392,0.2756,17581,50,90.0557,West,1.6144,2025-12-21T04:53:14Z,148.973445928529,69.31212718078262,LIGHT
47,NA,G,2025-12-20T23:56:00Z,30,1x1,-20,-20,100,50,81.7457,524.8168,523,328,64184,537,2.9813,0.3599,4.667734657811179,0.4017908004768207,0.8826,0.7171,0.3283,0.2667,0.8193,0.6656,17566,50,90.0557,West,1.5446,2025-12-21T04:56:02Z,143.5975689294115,69.5711528426076,LIGHT
47,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0047.fits,B,2025-12-20T23:59:00Z,30,1x1,-20,-20,100,50,91.332,522.4887,521,324,65535,583,2.7189,0.3032,4.084266878454403,0.4071893362495575,0.958,0.7784,0.6678,0.5426,0.6869,0.5581,17578,50,90.0557,West,1.5365,2025-12-21T04:59:02Z,143.60175842690015,69.57115941254837,LIGHT
46,NA,L,2025-12-20T22:05:00Z,60,1x1,-20,-20,100,50,319.9064,681.3686,675,486,65535,847,2.4588,0.2718,3.7995303175169566,0.4815155001343092,0.771,0.6264,0.6322,0.5136,0.4413,0.3586,17603,50,90.0557,West,2.0636,2025-12-21T03:05:55Z,148.84353782455307,69.31194891986368,LIGHT
46,NA,R,2025-12-20T23:52:00Z,30,1x1,-20.1,-20,100,50,116.5981,526.974,525,342,65535,668,2.5095,0.2631,3.716139837559091,0.4362867049781436,0.715,0.5809,0.5279,0.429,0.4822,0.3918,17581,50,90.0557,West,1.6166,2025-12-21T04:52:32Z,148.96925465099974,69.31212143027524,LIGHT
46,NA,G,2025-12-20T23:55:00Z,30,1x1,-20,-20,100,50,92.6851,524.8206,523,353,65535,568,2.6723,0.2684,4.043989953668142,0.4218806599355264,0.9945,0.808,0.6922,0.5624,0.7141,0.5802,17566,50,90.0557,West,1.5459,2025-12-21T04:55:32Z,143.59756905124644,69.57115284768295,LIGHT
46,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0046.fits,B,2025-12-20T23:58:00Z,30,1x1,-20,-20,100,50,92.4223,522.5037,521,341,65535,581,2.6868,0.2986,4.074754732170096,0.4806668590356163,0.9022,0.733,0.8009,0.6508,0.4152,0.3374,17578,50,90.0557,West,1.5378,2025-12-21T04:58:32Z,143.60175854866154,69.57115941762244,LIGHT
45,NA,L,2025-12-20T22:04:00Z,60,1x1,-20.1,-20,100,50,319.7057,681.9818,675,473,65535,843,2.4946,0.2866,3.863204348029723,0.4831841665931638,0.5833,0.4739,0.4649,0.3778,0.3522,0.2862,17603,50,90.0557,West,2.0691,2025-12-21T03:04:54Z,148.8435380710817,69.31194892349528,LIGHT
45,NA,R,2025-12-20T23:52:00Z,30,1x1,-20,-20,100,50,115.6352,526.8974,525,350,65535,678,2.4936,0.2801,3.711295658494146,0.4501252707731545,0.6435,0.5228,0.4316,0.3507,0.4773,0.3878,17581,50,90.0557,West,1.6182,2025-12-21T04:52:02Z,148.9692547742634,69.31212143216267,LIGHT
45,NA,G,2025-12-20T23:55:00Z,30,1x1,-20,-20,100,50,85.5957,524.8635,523,337,65535,558,2.8434,0.337,4.3966318463304095,0.4454940548161201,1.1798,0.9586,1.0282,0.8354,0.5787,0.4702,17566,50,90.0557,West,1.6088,2025-12-21T04:55:01Z,148.9734454843964,69.31212717398165,LIGHT
45,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0045.fits,B,2025-12-20T23:57:00Z,30,1x1,-20,-20,100,50,86.3041,522.5394,521,333,65535,559,2.8651,0.3196,4.497804454511079,0.43063374956298667,1.0697,0.8691,0.8313,0.6754,0.6731,0.5469,17578,50,90.0557,West,1.5396,2025-12-21T04:57:52Z,143.60175871103527,69.57115942438782,LIGHT
44,NA,L,2025-12-20T22:03:00Z,60,1x1,-20.1,-20,100,50,320.4622,682.7054,676,473,65535,839,2.4919,0.2763,3.8837194123142926,0.4809176101515762,0.5676,0.4612,0.4473,0.3634,0.3495,0.2839,17603,50,90.0557,West,2.0757,2025-12-21T03:03:42Z,148.8435383666734,69.31194892784603,LIGHT
44,NA,R,2025-12-20T23:33:00Z,30,1x1,-20.1,-20,100,50,120.5388,527.7562,526,338,65535,648,2.5938,0.2819,3.896347571630486,0.4989557017542151,0.6595,0.5359,0.4646,0.3775,0.4682,0.3804,17569,50,90.0557,West,1.6815,2025-12-21T04:33:04Z,148.94830221707406,69.31209272778113,LIGHT
44,NA,G,2025-12-20T23:36:00Z,30,1x1,-20,-20,100,50,93.4736,526.2298,525,347,65535,520,2.8268,0.2949,4.5119350959164946,0.6193538265684844,1.0222,0.8306,0.7401,0.6013,0.7052,0.573,17554,50,90.0557,West,1.6709,2025-12-21T04:36:07Z,148.95249291377968,69.3120984728779,LIGHT
44,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0044.fits,B,2025-12-20T23:38:00Z,30,1x1,-20,-20,100,50,100.2047,523.5171,522,301,65535,594,2.5115,0.2576,3.6944182398234022,0.505546564884716,0.6498,0.528,0.4724,0.3839,0.4462,0.3625,17566,50,90.0557,West,1.6612,2025-12-21T04:38:56Z,148.95668366082677,69.31210421804717,LIGHT
43,NA,L,2025-12-20T22:02:00Z,60,1x1,-20.1,-20,100,50,322.0548,682.4587,676,479,65535,839,2.4332,0.2497,3.725543937769043,0.5015327625455523,0.5891,0.4786,0.4667,0.3792,0.3595,0.2921,17603,50,90.0557,West,2.0812,2025-12-21T03:02:42Z,148.84773002947065,69.31195470451213,LIGHT
43,NA,R,2025-12-20T23:32:00Z,30,1x1,-20.1,-20,100,50,120.3317,527.7973,526,357,65535,688,2.5706,0.3009,3.94879298450004,0.4255664775990813,0.5651,0.4592,0.415,0.3372,0.3836,0.3117,17569,50,90.0557,West,1.6832,2025-12-21T04:32:34Z,148.948302340213,69.3120927296522,LIGHT
43,NA,G,2025-12-20T23:35:00Z,30,1x1,-20,-20,100,50,92.5547,526.2026,525,340,65535,531,2.8085,0.3057,4.3553463003314175,0.6343841713128835,0.8599,0.6987,0.7372,0.599,0.4427,0.3597,17554,50,90.0557,West,1.6733,2025-12-21T04:35:23Z,148.94830164154598,69.31209271902698,LIGHT
43,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0043.fits,B,2025-12-20T23:38:00Z,30,1x1,-20,-20,100,50,100.0961,523.5524,522,340,65535,587,2.5387,0.2448,3.7622883597600674,0.5497607519997599,0.8623,0.7006,0.6126,0.4977,0.607,0.4931,17566,50,90.0557,West,1.6629,2025-12-21T04:38:25Z,148.95249233822966,69.31209846411545,LIGHT
42,NA,L,2025-12-20T22:01:00Z,60,1x1,-20,-20,100,50,320.3966,682.5216,676,479,65535,869,2.4547,0.2857,3.765406306263276,0.5035956177539649,0.6482,0.5267,0.5415,0.44,0.3564,0.2895,17603,50,90.0557,West,2.0867,2025-12-21T03:01:41Z,148.84773027597305,69.31195470812975,LIGHT
42,NA,R,2025-12-20T23:31:00Z,30,1x1,-20.1,-20,100,50,117.9515,527.9887,526,341,65535,621,2.7439,0.2855,4.160556267679653,0.5796302068051508,0.9981,0.8109,0.7187,0.584,0.6926,0.5627,17569,50,90.0557,West,1.6858,2025-12-21T04:31:50Z,148.9441110776851,69.31208697526446,LIGHT
42,NA,G,2025-12-20T23:34:00Z,30,1x1,-20,-20,100,50,89.7207,526.2539,525,342,58818,539,2.9066,0.3132,4.623965102340217,0.5812763647751839,0.8338,0.6774,0.6288,0.5109,0.5476,0.4449,17554,50,90.0557,West,1.6752,2025-12-21T04:34:53Z,148.9483017731638,69.3120927210303,LIGHT
42,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0042.fits,B,2025-12-20T23:37:00Z,30,1x1,-20,-20,100,50,104.8916,523.5755,522,308,65535,611,2.4014,0.2556,3.469892367523137,0.4918715215183924,0.7796,0.6334,0.5489,0.4459,0.5536,0.4498,17566,50,90.0557,West,1.6646,2025-12-21T04:37:55Z,148.95249246171906,69.31209846599677,LIGHT
41,NA,L,2025-12-20T22:00:00Z,60,1x1,-19.9,-20,100,50,319.6922,682.8018,676,448,65535,858,2.4826,0.2814,3.845568879572218,0.49220370855648754,0.5694,0.4626,0.4753,0.3862,0.3135,0.2547,17603,50,90.0557,West,2.0934,2025-12-21T03:00:29Z,148.84773057154626,69.31195471246392,LIGHT
41,NA,R,2025-12-20T23:31:00Z,30,1x1,-20,-20,100,50,119.8261,528.0467,526,349,65535,624,2.6269,0.296,3.9630206937158734,0.5854580088457784,0.7956,0.6464,0.5773,0.4691,0.5474,0.4447,17569,50,90.0557,West,1.6876,2025-12-21T04:31:20Z,148.94411120096115,69.31208697713839,LIGHT
41,NA,G,2025-12-20T23:34:00Z,30,1x1,-20,-20,100,50,88.6749,526.2491,525,342,61945,487,2.9807,0.2867,4.7222067764300535,0.6585765771619977,1.2917,1.0495,0.6364,0.5171,1.1241,0.9133,17554,50,90.0557,West,1.6769,2025-12-21T04:34:22Z,148.94830189644352,69.31209272290599,LIGHT
41,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0041.fits,B,2025-12-20T23:37:00Z,30,1x1,-20,-20,100,50,97.4333,523.5965,522,309,65535,577,2.5892,0.2803,3.7642007953711,0.504397761597249,1.0579,0.8596,0.861,0.6996,0.6147,0.4994,17566,50,90.0557,West,1.6671,2025-12-21T04:37:13Z,148.9524926424593,69.31209846874906,LIGHT
40,NA,L,2025-12-20T21:59:00Z,60,1x1,-19.9,-20,100,50,318.908,683.2322,676,454,65535,832,2.567,0.2876,3.98114407218614,0.461363794353931,0.8584,0.6975,0.6544,0.5317,0.5555,0.4513,17603,50,90.0557,West,2.0992,2025-12-21T02:59:28Z,148.8477308260836,69.31195471619323,LIGHT
40,NA,R,2025-12-20T23:30:00Z,30,1x1,-20,-20,100,50,117.7259,528.0401,526,332,65535,658,2.6733,0.3045,4.1312281300197,0.4178352092064493,0.9719,0.7897,0.7475,0.6073,0.6212,0.5047,17569,50,90.0557,West,1.6893,2025-12-21T04:30:49Z,148.94411132409715,69.312086979009507,LIGHT
40,NA,G,2025-12-20T23:33:00Z,30,1x1,-20,-20,100,50,95.3705,526.2999,525,352,65535,507,2.7882,0.2855,4.305041464020719,0.6619664780905794,0.8231,0.6687,0.5526,0.449,0.6099,0.4956,17554,50,90.0557,West,1.6793,2025-12-21T04:33:40Z,148.94830206894275,69.31209272552938,LIGHT
40,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0040.fits,B,2025-12-20T23:36:00Z,30,1x1,-20,-20,100,50,100.2259,523.5834,522,334,65535,597,2.5477,0.2394,3.771703903566469,0.5128787050502563,0.6094,0.4951,0.4125,0.3352,0.4485,0.3644,17566,50,90.0557,West,1.6688,2025-12-21T04:36:42Z,148.95249276573838,69.31209847062547,LIGHT
39,NA,L,2025-12-20T21:49:00Z,60,1x1,-20,-20,100,50,309.4528,685.0313,678,478,65535,770,2.8761,0.3744,4.633374891926753,0.5112280401352334,0.893,0.7256,0.7564,0.6146,0.4747,0.3857,17603,50,90.0557,West,2.1565,2025-12-21T02:49:29Z,148.85611611770173,69.31196629593342,LIGHT
39,NA,R,2025-12-20T23:13:00Z,30,1x1,-20,-20,100,50,109.8583,528.8636,527,327,65535,611,2.9273,0.3147,4.683710919196201,0.47193688913210874,1.0307,0.8375,0.7108,0.5775,0.7465,0.6065,17569,50,90.0557,West,1.754,2025-12-21T04:13:26Z,148.9231584131804,69.31205824831842,LIGHT
39,NA,G,2025-12-20T23:16:00Z,30,1x1,-20,-20,100,50,84.8365,526.8988,525,343,61954,543,2.9196,0.3309,4.727546606656119,0.5611698580833006,0.9319,0.7572,0.7587,0.6165,0.5411,0.4397,17554,50,90.0557,West,1.743,2025-12-21T04:16:17Z,148.9231577148419,69.3120582377633,LIGHT
39,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0039.fits,B,2025-12-20T23:19:00Z,30,1x1,-20,-20,100,50,84.2078,524.2093,523,321,63634,548,2.8657,0.3143,4.50833925146781,0.4930912014076825,0.8061,0.655,0.6175,0.5017,0.5181,0.421,17566,50,90.0557,West,1.7315,2025-12-21T04:19:18Z,148.92734840489666,69.31206398691675,LIGHT
38,NA,L,2025-12-20T21:48:00Z,60,1x1,-20,-20,100,50,311.2544,685.6956,679,461,65535,790,2.7895,0.3578,4.466345622245319,0.4778779434571745,0.8798,0.7149,0.7375,0.5992,0.4799,0.3899,17603,50,90.0557,West,2.1636,2025-12-21T02:48:17Z,148.8561164131158,69.31196630021384,LIGHT
38,NA,R,2025-12-20T23:12:00Z,30,1x1,-19.9,-20,100,50,111.4044,528.9648,527,354,65535,612,2.8645,0.3222,4.464923978866787,0.5195541471916789,0.8463,0.6876,0.7558,0.6141,0.3807,0.3093,17569,50,90.0557,West,1.7567,2025-12-21T04:12:44Z,148.91896714913403,69.31205248979565,LIGHT
38,NA,G,2025-12-20T23:15:00Z,30,1x1,-19.9,-20,100,50,88.7623,526.9785,525,349,65535,528,2.9044,0.2839,4.482488427287558,0.5972426420240882,0.7777,0.6319,0.5359,0.4354,0.5636,0.4579,17554,50,90.0557,West,1.745,2025-12-21T04:15:46Z,148.9231578382174,69.31205823962968,LIGHT
38,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0038.fits,B,2025-12-20T23:18:00Z,30,1x1,-20,-20,100,50,82.0424,524.2766,523,350,58392,540,2.9493,0.3369,4.65472852818856,0.4559789351310902,1.1174,0.9079,0.959,0.7792,0.5735,0.4659,17566,50,90.0557,West,1.7334,2025-12-21T04:18:47Z,148.9273485281446,69.31206398878291,LIGHT
37,NA,L,2025-12-20T21:47:00Z,60,1x1,-20,-20,100,50,314.71,686.1951,680,477,65535,814,2.6085,0.3127,4.109617394361962,0.5040775154510597,0.6982,0.5673,0.5406,0.4392,0.4419,0.359,17603,50,90.0557,West,2.1697,2025-12-21T02:47:16Z,148.86030808776604,69.31197207482835,LIGHT
37,NA,R,2025-12-20T23:12:00Z,30,1x1,-19.9,-20,100,50,106.5317,529.0582,527,348,65535,607,3.0015,0.3553,4.874505262878784,0.5437878458324069,1.3833,1.124,0.9713,0.7892,0.985,0.8003,17569,50,90.0557,West,1.7586,2025-12-21T04:12:14Z,148.91896727240265,69.31205249165804,LIGHT
37,NA,G,2025-12-20T23:15:00Z,30,1x1,-19.9,-20,100,50,87.9355,527.0031,525,344,61135,533,2.8972,0.319,4.571787585241248,0.5936558402029218,0.8538,0.6937,0.5705,0.4635,0.6352,0.5161,17554,50,90.0557,West,1.7469,2025-12-21T04:15:15Z,148.9231579614282,69.31205824149288,LIGHT
37,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0037.fits,B,2025-12-20T23:18:00Z,30,1x1,-20,-20,100,50,85.2282,524.2547,523,314,64655,535,2.8784,0.3035,4.455423540142349,0.4908105021073337,0.8488,0.6896,0.5352,0.4349,0.6587,0.5352,17566,50,90.0557,West,1.7362,2025-12-21T04:18:05Z,148.92734870899767,69.31206399152002,LIGHT
36,NA,L,2025-12-20T21:46:00Z,60,1x1,-20,-20,100,50,311.6911,687.058,680,463,65535,785,2.7738,0.3421,4.474741863490036,0.44223030228658017,0.8786,0.7138,0.6006,0.488,0.6412,0.521,17603,50,90.0557,West,2.1757,2025-12-21T02:46:16Z,148.86030833404007,69.31197207838608,LIGHT
36,NA,R,2025-12-20T23:11:00Z,30,1x1,-19.9,-20,100,50,105.677,529.2034,527,365,65535,581,3.0628,0.3499,4.9903696652731835,0.49843868340466946,1.0829,0.8798,0.8121,0.6599,0.7163,0.582,17569,50,90.0557,West,1.7606,2025-12-21T04:11:43Z,148.91896739571175,69.31205249352034,LIGHT
36,NA,G,2025-12-20T23:14:00Z,30,1x1,-19.9,-20,100,50,89.7555,527.0481,525,314,65535,527,2.8822,0.3047,4.483661179028078,0.6135307363974624,0.7787,0.6327,0.5099,0.4143,0.5886,0.4782,17554,50,90.0557,West,1.7497,2025-12-21T04:14:33Z,148.92315814218065,69.31205824422497,LIGHT
36,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0036.fits,B,2025-12-20T23:17:00Z,30,1x1,-20,-20,100,50,86.458,524.2956,523,343,65535,560,2.8441,0.303,4.424728822378016,0.4499827150641863,1.075,0.8734,0.9369,0.7613,0.5271,0.4282,17566,50,90.0557,West,1.7381,2025-12-21T04:17:34Z,148.92734883215445,69.3120639933831,LIGHT
35,NA,L,2025-12-20T21:45:00Z,60,1x1,-20,-20,100,50,312.6531,688.0982,681,481,65535,804,2.7119,0.3372,4.344952980960098,0.46986606564982014,0.8435,0.6853,0.6364,0.517,0.5536,0.4498,17603,50,90.0557,West,2.1828,2025-12-21T02:45:04Z,148.86030862983776,69.31197208265569,LIGHT
35,NA,R,2025-12-20T23:11:00Z,30,1x1,-19.8,-20,100,50,103.9381,529.2284,527,314,65535,583,3.1083,0.3722,5.200063316732025,0.47795854260737863,1.128,0.9165,1.0133,0.8233,0.4956,0.4026,17569,50,90.0557,West,1.7634,2025-12-21T04:11:02Z,148.91896756822916,69.31205249612468,LIGHT
35,NA,G,2025-12-20T23:14:00Z,30,1x1,-20,-20,100,50,84.9967,527.176,526,343,59926,526,2.9554,0.3076,4.73714267466608,0.5911573941434582,0.9425,0.7658,0.8089,0.6572,0.4837,0.393,17554,50,90.0557,West,1.7516,2025-12-21T04:14:02Z,148.92315826546044,69.31205824608753,LIGHT
35,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0035.fits,B,2025-12-20T23:17:00Z,30,1x1,-20,-20,100,50,84.1451,524.3223,523,300,60930,548,2.8893,0.2944,4.551625484442871,0.4251389611759179,1.1094,0.9014,0.7279,0.5914,0.8372,0.6802,17566,50,90.0557,West,1.74,2025-12-21T04:17:04Z,148.9273489555532,69.31206399524915,LIGHT
34,NA,L,2025-12-20T21:44:00Z,60,1x1,-20,-20,100,50,313.8481,688.5277,682,487,65535,803,2.6793,0.328,4.27292101812696,0.493958380137701,0.7322,0.5949,0.5671,0.4607,0.4632,0.3764,17603,50,90.0557,West,2.1888,2025-12-21T02:44:04Z,148.8603088761533,69.31197208620807,LIGHT
34,NA,R,2025-12-20T22:53:00Z,30,1x1,-20,-20,100,50,100.8911,530.2581,528,340,65535,555,3.1642,0.3816,5.212007781301351,0.5033649545601229,1.2673,1.0296,0.8554,0.695,0.935,0.7597,17569,50,90.0557,West,1.8349,2025-12-21T03:53:37Z,148.8980146898109,69.31202374503732,LIGHT
34,NA,G,2025-12-20T22:56:00Z,30,1x1,-20,-20,100,50,70.6571,528.1787,527,335,42855,479,3.3361,0.4144,5.5940910296174815,0.5571234281122655,0.9659,0.7848,0.8406,0.683,0.4759,0.3867,17554,50,90.0557,West,1.822,2025-12-21T03:56:39Z,148.90220537343964,69.31202949826923,LIGHT
34,NA,B,2025-12-20T22:59:00Z,30,1x1,-20,-20,100,50,67.3818,525.315,524,350,40896,478,3.3584,0.3652,5.645508170703704,0.4124192262677617,1.2813,1.041,1.0111,0.8215,0.787,0.6394,17566,50,90.0557,West,1.8094,2025-12-21T03:59:40Z,148.90639606638277,69.31203525094786,LIGHT
33,NA,L,2025-12-20T21:43:00Z,60,1x1,-20,-20,100,50,312.2819,689.1733,683,476,65535,807,2.6403,0.323,4.154981784061681,0.49271777501924513,0.8058,0.6547,0.6698,0.5442,0.4479,0.3639,17603,50,90.0557,West,2.1949,2025-12-21T02:43:03Z,148.86030912246312,69.31197208975767,LIGHT
33,NA,R,2025-12-20T22:53:00Z,30,1x1,-20,-20,100,50,103.6693,530.3121,528,309,65535,578,3.1298,0.3755,5.239020382514199,0.5367327758764723,1.2902,1.0483,1.0415,0.8462,0.7616,0.6188,17569,50,90.0557,West,1.8372,2025-12-21T03:53:07Z,148.89382339125106,69.31201798188886,LIGHT
33,NA,G,2025-12-20T22:56:00Z,30,1x1,-20.1,-20,100,50,70.6125,528.1735,527,317,44132,472,3.338,0.3823,5.5663677152841675,0.5502984088456868,1.2787,1.039,0.9998,0.8123,0.7973,0.6478,17554,50,90.0557,West,1.8243,2025-12-21T03:56:08Z,148.89801407384306,69.31202373578996,LIGHT
33,NA,B,2025-12-20T22:58:00Z,30,1x1,-20,-20,100,50,62.5784,525.3406,524,325,31705,473,3.4997,0.4433,6.184606177000561,0.5374680317859273,1.5063,1.2239,1.1534,0.9371,0.9688,0.7872,17566,50,90.0557,West,1.8123,2025-12-21T03:58:58Z,148.90220480640744,69.3120294897494,LIGHT
32,NA,L,2025-12-20T21:41:00Z,60,1x1,-20,-20,100,50,311.7145,689.2112,683,480,65535,799,2.6828,0.3284,4.241490009108089,0.45808998558953185,0.7616,0.6188,0.5585,0.4538,0.5178,0.4207,17603,50,90.0557,West,2.202,2025-12-21T02:41:54Z,148.86030940977312,69.31197209389471,LIGHT
32,NA,R,2025-12-20T22:52:00Z,30,1x1,-20,-20,100,50,96.4675,530.4312,528,354,65535,541,3.3479,0.4182,5.7609469731393546,0.5198590711450183,1.9884,1.6156,1.5069,1.2243,1.2974,1.0541,17569,50,90.0557,West,1.8394,2025-12-21T03:52:36Z,148.89382351447006,69.3120179837384,LIGHT
32,NA,G,2025-12-20T22:55:00Z,30,1x1,-20,-20,100,50,71.8666,528.2198,527,355,47054,470,3.3527,0.3555,5.654362945491089,0.549490311364853,0.8921,0.7248,0.7364,0.5984,0.5035,0.4091,17554,50,90.0557,West,1.8274,2025-12-21T03:55:25Z,148.89801425455545,69.31202373850472,LIGHT
32,NA,B,2025-12-20T22:58:00Z,30,1x1,-20,-20,100,50,59.5622,525.3648,524,345,30418,454,3.6765,0.4789,6.71528782908641,0.4559134559616782,2.6385,2.1438,2.1645,1.7586,1.509,1.226,17566,50,90.0557,West,1.8144,2025-12-21T03:58:28Z,148.90220492975757,69.31202949160401,LIGHT
31,NA,L,2025-12-20T21:40:00Z,60,1x1,-20,-20,100,50,314.3104,689.7715,683,451,65535,812,2.568,0.2952,4.027959869634618,0.4997285396170825,0.86,0.6987,0.5474,0.4448,0.6633,0.5389,17603,50,90.0557,West,2.2081,2025-12-21T02:40:53Z,148.86450107733853,69.31197786765617,LIGHT
31,NA,R,2025-12-20T22:51:00Z,30,1x1,-20,-20,100,50,91.0156,530.499,529,316,62639,517,3.5242,0.4521,6.248104753989366,0.4306350600816935,2.0052,1.6292,1.2366,1.0047,1.5785,1.2825,17569,50,90.0557,West,1.8424,2025-12-21T03:51:53Z,148.89382368695317,69.31201798632624,LIGHT
31,NA,G,2025-12-20T22:54:00Z,30,1x1,-20,-20,100,50,69.6465,528.1529,527,274,43070,483,3.3719,0.3956,5.797424670556544,0.5038437340495494,1.2067,0.9804,0.9751,0.7922,0.7109,0.5776,17554,50,90.0557,West,1.8295,2025-12-21T03:54:54Z,148.89801437783146,69.31202374035578,LIGHT
31,NA,B,2025-12-20T22:57:00Z,30,1x1,-20,-20,100,50,69.4642,525.4272,524,348,39597,494,3.2781,0.379,5.5502955744274365,0.4482347589770701,1.7472,1.4196,1.552,1.261,0.8024,0.6519,17566,50,90.0557,West,1.8165,2025-12-21T03:57:57Z,148.90220505317313,69.31202949345891,LIGHT
30,NA,L,2025-12-20T21:39:00Z,60,1x1,-20,-20,100,50,311.2441,690.59760000000006,684,482,65535,804,2.6839,0.3305,4.28910341055232,0.4901175547427225,1.0799,0.8774,0.8003,0.6503,0.725,0.5891,17603,50,90.0557,West,2.2144,2025-12-21T02:39:53Z,148.86450133175822,69.31197787130867,LIGHT
30,NA,R,2025-12-20T22:51:00Z,30,1x1,-20,-20,100,50,91.6972,530.4711,529,346,63175,524,3.4101,0.4454,6.1078787496747875,0.4511699826377168,1.1767,0.9561,0.9307,0.7562,0.72,0.585,17569,50,90.0557,West,1.8447,2025-12-21T03:51:22Z,148.89382381857496,69.31201798830013,LIGHT
30,NA,G,2025-12-20T22:54:00Z,30,1x1,-20,-20,100,50,69.7887,528.2117,527,334,42000,460,3.381,0.4013,5.910044705530404,0.5788035222991856,1.5193,1.2345,1.1843,0.9622,0.9518,0.7733,17554,50,90.0557,West,1.8317,2025-12-21T03:54:23Z,148.89801450106185,69.31202374220548,LIGHT
30,/Volumes/Office-SSD/Astronomy/Astrophotography/Messier Objects/M81/M81_2025-12-20/M81_2025-12-20_LIGHT_B_30.00_0030.fits,B,2025-12-20T22:57:00Z,30,1x1,-20,-20,100,50,74.4422,525.5116,524,329,46809,517,3.1328,0.3387,5.0951966957345265,0.4245982998911942,1.029,0.8361,0.7669,0.6231,0.6862,0.5575,17566,50,90.0557,West,1.8196,2025-12-21T03:57:14Z,148.90220523367248,69.31202949617052,LIGHT
29,NA,L,2025-12-20T21:29:00Z,60,1x1,-20,-20,100,50,311.2275,695.8909,689,498,65535,795,2.658,0.3098,4.209722137920691,0.507406861107015,0.9533,0.7746,0.6493,0.5276,0.698,0.5671,17603,50,90.0557,West,2.2774,2025-12-21T02:29:50Z,148.86869522521428,69.31198367611685,LIGHT
29,NA,R,2025-12-20T22:34:00Z,30,1x1,-20,-20,100,50,124.6349,531.2786,529,310,65535,641,2.3425,0.2449,3.251462687482389,0.6231528114692204,0.4453,0.3618,0.3612,0.2935,0.2604,0.2116,17569,50,90.0557,West,1.9234,2025-12-21T03:34:01Z,148.87287095637075,69.31198921658456,LIGHT
29,NA,G,2025-12-20T22:37:00Z,30,1x1,-20,-20,100,50,96.9997,528.9532,527,308,65535,527,2.5802,0.2798,3.972946242547569,0.6902888129186625,0.7002,0.5689,0.6108,0.4963,0.3422,0.278,17554,50,90.0557,West,1.9093,2025-12-21T03:37:01Z,148.8770616416016,69.31199497400287,LIGHT
