ExposureNumber,FilePath,FilterName,ExposureStart,Duration,Binning,CameraTemp,CameraTargetTemp,Gain,Offset,ADUStDev,ADUMean,ADUMedian,ADUMin,ADUMax,DetectedStars,HFR,HFRStDev,FWHM,Eccentricity,GuidingRMS,GuidingRMSArcSec,GuidingRMSRA,GuidingRMSRAArcSec,GuidingRMSDEC,GuidingRMSDECArcSec,FocuserPosition,FocuserTemp,RotatorPosition,PierSide,Airmass,ExposureStartUTC,MountRA,MountDec,ImageType
218,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0218.fits,L,2026-03-15T03:29:00Z,30,1x1,-15,-15,0,50,117.5223,522.3376,521,393,65535,784,2.3753,0.2401,3.579480822033143,0.4575779143294391,0.7968,0.6906,0.5914,0.5126,0.534,0.4628,20904,4.51,270.1491,East,1.4231,2026-03-15T07:29:44Z,148.79013833614496,69.32132744156984,LIGHT
219,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0219.fits,L,2026-03-15T03:30:00Z,30,1x1,-15,-15,0,50,116.787,522.3467,521,394,65535,789,2.3883,0.2597,3.642437395069414,0.4261444217665819,0.8136,0.7051,0.6083,0.5272,0.5402,0.4682,20904,4.51,270.1491,East,1.4241,2026-03-15T07:30:15Z,148.7901383500376,69.3213274145166,LIGHT
220,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0220.fits,L,2026-03-15T03:30:00Z,30,1x1,-15,-15,0,50,117.0603,522.4103,521,376,65535,798,2.3685,0.2516,3.6160979752918343,0.4233607239682189,1.1216,0.972,0.7833,0.6789,0.8027,0.6956,20904,4.5,270.1491,East,1.4254,2026-03-15T07:30:51Z,148.7901383676085,69.32132738030647,LIGHT
221,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0221.fits,L,2026-03-15T03:31:00Z,30,1x1,-15,-15,0,50,116.8875,522.3968,521,395,65535,791,2.358,0.2528,3.5472015528095326,0.4039820693028699,0.7902,0.6848,0.5355,0.4641,0.581,0.5036,20904,4.5,270.1491,East,1.4264,2026-03-15T07:31:22Z,148.79013838148757,69.32132735328891,LIGHT
222,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0222.fits,L,2026-03-15T03:31:00Z,30,1x1,-15,-15,0,50,118.4606,522.4297,521,389,65535,815,2.3365,0.2577,3.502651974429664,0.42201610247716953,0.6031,0.5227,0.4384,0.38,0.4141,0.3589,20904,4.5,270.1491,East,1.4275,2026-03-15T07:31:52Z,148.79013839540926,69.3213273261924,LIGHT
223,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0223.fits,L,2026-03-15T03:32:00Z,30,1x1,-15,-15,0,50,119.306,522.504,521,388,65535,804,2.3115,0.2522,3.4718823982906986,0.406163729437948,0.9031,0.7826,0.5381,0.4663,0.7252,0.6285,20904,4.5,270.1491,East,1.4286,2026-03-15T07:32:23Z,148.79013841016436,69.32132729747815,LIGHT
224,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0224.fits,L,2026-03-15T03:32:00Z,30,1x1,-15,-15,0,50,118.9161,522.4791,521,395,65535,801,2.301,0.2391,3.4480127856511116,0.40823398653419696,0.6029,0.5225,0.4373,0.379,0.4151,0.3597,20904,4.5,270.1491,East,1.4296,2026-03-15T07:32:54Z,148.79013842404882,69.32132727046243,LIGHT
225,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0225.fits,L,2026-03-15T03:33:00Z,30,1x1,-15,-15,0,50,118.785,522.5575,521,394,65535,796,2.3135,0.2465,3.4882555120034553,0.4341621729335837,0.7175,0.6218,0.5106,0.4425,0.5041,0.4368,20904,4.5,270.1491,East,1.4307,2026-03-15T07:33:24Z,148.78594827517722,69.32132126296396,LIGHT
226,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0226.fits,L,2026-03-15T03:33:00Z,30,1x1,-15,-15,0,50,121.2609,522.5119,521,406,65535,804,2.2249,0.226,3.287885935703736,0.4436240613154517,0.7346,0.6367,0.4666,0.4044,0.5674,0.4917,20904,4.5,270.1491,East,1.4317,2026-03-15T07:33:55Z,148.785948289073,69.32132123594674,LIGHT
227,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0227.fits,L,2026-03-15T03:34:00Z,30,1x1,-15,-15,0,50,118.2173,522.5189,521,396,65535,810,2.3554,0.2656,3.593354240373827,0.4421164406144936,0.9106,0.7892,0.6071,0.5262,0.6786,0.5881,20904,4.495,270.1491,East,1.4329,2026-03-15T07:34:25Z,148.7859483039162,69.32132120709197,LIGHT
228,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0228.fits,L,2026-03-15T03:34:00Z,30,1x1,-15.1,-15,0,50,119.7457,522.4841,521,392,65535,794,2.2926,0.2332,3.4212976393903864,0.447324554494794,0.823,0.7133,0.5925,0.5135,0.5712,0.4951,20904,4.495,270.1491,East,1.4339,2026-03-15T07:34:56Z,148.78594831779412,69.32132118011776,LIGHT
229,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0229.fits,L,2026-03-15T03:35:00Z,30,1x1,-15.1,-15,0,50,115.6379,522.5109,521,370,65535,803,2.4114,0.2746,3.7171565984911417,0.436392221972248,1.1593,1.0047,0.8121,0.7038,0.8274,0.717,20904,4.49,270.1491,East,1.435,2026-03-15T07:35:27Z,148.78594833171803,69.32132115305829,LIGHT
230,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0230.fits,L,2026-03-15T03:36:00Z,30,1x1,-15,-15,0,50,115.7923,522.4587,521,404,65535,792,2.4368,0.2727,3.773669267819863,0.4137466316341302,1.0975,0.9511,0.8454,0.7327,0.6998,0.6065,20904,4.48,270.1491,East,1.4363,2026-03-15T07:36:04Z,148.78594834932042,69.32132111885586,LIGHT
231,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0231.fits,L,2026-03-15T03:36:00Z,30,1x1,-15,-15,0,50,119.209,522.4857,521,396,65535,811,2.2925,0.2606,3.451784325186692,0.4485853268902043,0.6825,0.5915,0.4777,0.414,0.4874,0.4224,20904,4.475,270.1491,East,1.4374,2026-03-15T07:36:34Z,148.78594836323617,69.32132109182126,LIGHT
232,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0232.fits,L,2026-03-15T03:37:00Z,30,1x1,-15,-15,0,50,115.1241,522.6024,521,397,65535,761,2.4715,0.2416,3.8251517303324567,0.4469523997199625,1.1597,1.0051,0.8387,0.7269,0.8009,0.6941,20904,4.47,270.1491,East,1.4385,2026-03-15T07:37:05Z,148.78594837712376,69.32132106484553,LIGHT
233,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0233.fits,L,2026-03-15T03:37:00Z,30,1x1,-14.9,-15,0,50,115.6025,522.6003,521,390,65535,787,2.4474,0.2599,3.742595822771204,0.39620137743112166,1.0406,0.9018,0.6851,0.5937,0.7833,0.6788,20904,4.47,270.1491,East,1.4396,2026-03-15T07:37:35Z,148.78594839195,69.32132103605089,LIGHT
234,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0234.fits,L,2026-03-15T03:38:00Z,30,1x1,-14.9,-15,0,50,114.6237,522.6044,521,387,65535,777,2.4942,0.263,3.838373580798499,0.4017891452275357,0.7515,0.6513,0.5611,0.4863,0.4999,0.4332,20904,4.465,270.1491,East,1.4407,2026-03-15T07:38:06Z,148.78594840588326,69.32132100899476,LIGHT
235,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0235.fits,L,2026-03-15T03:38:00Z,30,1x1,-14.8,-15,0,50,115.567,522.5179,521,390,65535,792,2.4246,0.2726,3.7508695414005992,0.4669423407437936,1.1557,1.0016,0.7585,0.6574,0.872,0.7557,20904,4.47,270.1491,East,1.4418,2026-03-15T07:38:37Z,148.7859484197999,69.32132098197499,LIGHT
236,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0236.fits,L,2026-03-15T03:40:00Z,30,1x1,-15,-15,0,50,98.0154,524.8256,524,396,65535,638,2.1851,0.2338,3.208606124271455,0.41838589132115545,0.7244,0.6278,0.4816,0.4174,0.5411,0.469,20905,4.49,270.1491,East,1.4462,2026-03-15T07:40:37Z,148.78594847640926,69.32132087210678,LIGHT
237,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0237.fits,L,2026-03-15T03:41:00Z,30,1x1,-15,-15,0,50,119.1894,522.6308,521,400,65535,806,2.2465,0.2458,3.315729638416001,0.4645993793410983,0.7457,0.6463,0.6585,0.5707,0.3499,0.3033,20905,4.5,270.1491,East,1.4473,2026-03-15T07:41:08Z,148.78594849035693,69.32132084504724,LIGHT
238,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0238.fits,L,2026-03-15T03:41:00Z,30,1x1,-15,-15,0,50,115.3696,522.6171,521,396,65535,789,2.3894,0.2714,3.5976727633189056,0.4288496989223704,1.0158,0.8803,0.8515,0.738,0.5538,0.4799,20905,4.5,270.1491,East,1.4485,2026-03-15T07:41:38Z,148.78175834279185,69.32131483692733,LIGHT
239,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0239.fits,L,2026-03-15T03:42:00Z,30,1x1,-15,-15,0,50,120.0086,522.7319,521,402,65535,823,2.1987,0.2318,3.2853655166116154,0.4031754030827069,0.9197,0.797,0.6814,0.5905,0.6176,0.5353,20905,4.5,270.1491,East,1.4496,2026-03-15T07:42:09Z,148.78175835768022,69.32131480806473,LIGHT
240,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0240.fits,L,2026-03-15T03:42:00Z,30,1x1,-15,-15,0,50,119.6087,522.7686,521,402,65535,798,2.2061,0.2378,3.225205953641118,0.436150263934896,0.7274,0.6304,0.5359,0.4644,0.492,0.4264,20905,4.5,270.1491,East,1.451,2026-03-15T07:42:45Z,148.7817583744165,69.32131477562528,LIGHT
241,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0241.fits,L,2026-03-15T03:43:00Z,30,1x1,-15,-15,0,50,119.0545,522.684,521,398,65535,796,2.2429,0.2448,3.284448573059393,0.4198895183811164,0.9221,0.7991,0.7663,0.6641,0.5128,0.4444,20905,4.5,270.1491,East,1.4521,2026-03-15T07:43:16Z,148.78175838833766,69.32131474864678,LIGHT
242,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0242.fits,L,2026-03-15T03:43:00Z,30,1x1,-15,-15,0,50,116.8153,522.7948,521,402,65535,779,2.3359,0.2435,3.505672636135301,0.3816057589204105,0.9462,0.8201,0.6289,0.545,0.707,0.6128,20905,4.5,270.1491,East,1.4532,2026-03-15T07:43:47Z,148.78175840227144,69.32131472164784,LIGHT
243,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0243.fits,L,2026-03-15T03:44:00Z,30,1x1,-15,-15,0,50,115.5667,522.5397,521,405,65535,781,2.4011,0.2647,3.630791265468153,0.4251176728368947,1.267,1.098,0.8764,0.7596,0.9149,0.7929,20905,4.5,270.1491,East,1.4544,2026-03-15T07:44:17Z,148.78175841715714,69.32131469280881,LIGHT
244,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0244.fits,L,2026-03-15T03:44:00Z,30,1x1,-15,-15,0,50,120.2608,522.5145,521,388,65535,823,2.2177,0.2327,3.2922604924700645,0.44002386326765314,0.7786,0.6748,0.6148,0.5328,0.4777,0.414,20905,4.5,270.1491,East,1.4556,2026-03-15T07:44:48Z,148.78175843113533,69.32131466573216,LIGHT
245,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0245.fits,L,2026-03-15T03:45:00Z,30,1x1,-15,-15,0,50,116.748,522.5192,521,390,65535,800,2.3311,0.2611,3.5032438219931725,0.38850817996532017,0.8768,0.7599,0.701,0.6075,0.5266,0.4564,20905,4.5,270.1491,East,1.4567,2026-03-15T07:45:18Z,148.78175844509263,69.3213146387,LIGHT
246,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0246.fits,L,2026-03-15T03:45:00Z,30,1x1,-15,-15,0,50,117.6249,522.4861,521,386,65535,819,2.3547,0.263,3.5587258124942407,0.4160619631066241,0.9729,0.8432,0.5941,0.5149,0.7705,0.6677,20905,4.5,270.1491,East,1.4578,2026-03-15T07:45:49Z,148.78175845904346,69.3213146116844,LIGHT
247,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0247.fits,L,2026-03-15T03:46:00Z,30,1x1,-15,-15,0,50,117.3066,522.4669,521,381,65535,800,2.3348,0.264,3.491660188843837,0.4061108538359632,0.9569,0.8293,0.6571,0.5695,0.6956,0.6028,20905,4.5,270.1491,East,1.459,2026-03-15T07:46:19Z,148.78175847391762,69.32131458288528,LIGHT
248,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0248.fits,L,2026-03-15T03:46:00Z,30,1x1,-15,-15,0,50,116.9813,522.4093,521,379,65535,781,2.3552,0.2469,3.53479207407788,0.46535201884375954,1.0457,0.9063,0.866,0.7505,0.5861,0.5079,20905,4.5,270.1491,East,1.4602,2026-03-15T07:46:50Z,148.78175848786776,69.3213145558793,LIGHT
249,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0249.fits,L,2026-03-15T03:47:00Z,30,1x1,-15,-15,0,50,116.5987,522.424,521,383,65535,808,2.3694,0.2734,3.600720264638457,0.43051925875283537,0.9921,0.8598,0.789,0.6838,0.6014,0.5212,20905,4.5,270.1491,East,1.4613,2026-03-15T07:47:21Z,148.77756834161983,69.32130854703449,LIGHT
250,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0250.fits,L,2026-03-15T03:47:00Z,30,1x1,-15,-15,0,50,113.9163,522.4104,521,381,65535,769,2.4867,0.2688,3.812449595957616,0.4562030147355193,1.2786,1.1081,0.9739,0.844,0.8285,0.7181,20905,4.5,270.1491,East,1.4628,2026-03-15T07:47:57Z,148.77756835929796,69.32130851283816,LIGHT
251,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0251.fits,L,2026-03-15T03:48:00Z,30,1x1,-15,-15,0,50,116.843,522.4142,521,396,65535,792,2.3838,0.2628,3.5913613106751265,0.4210025577873024,1.3253,1.1486,1.0849,0.9402,0.7611,0.6597,20905,4.5,270.1491,East,1.4639,2026-03-15T07:48:28Z,148.77756837328016,69.32130848579578,LIGHT
252,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0252.fits,L,2026-03-15T03:50:00Z,30,1x1,-15.1,-15,0,50,113.5245,523.0183,522,374,65535,765,2.2776,0.2441,3.360536491014982,0.3998609046586642,0.8107,0.7026,0.6531,0.566,0.4803,0.4162,20902,4.56,270.1491,East,1.4686,2026-03-15T07:50:29Z,148.7775684301368,69.32130837587339,LIGHT
253,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0253.fits,L,2026-03-15T03:51:00Z,30,1x1,-15,-15,0,50,119.7063,522.5049,521,400,65535,792,2.2966,0.233,3.436133518550146,0.40669784568288647,0.7142,0.619,0.456,0.3952,0.5497,0.4764,20902,4.57,270.1491,East,1.4698,2026-03-15T07:51:00Z,148.7775684441497,69.32130834879212,LIGHT
254,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0254.fits,L,2026-03-15T03:51:00Z,30,1x1,-15,-15,0,50,108.9231,523.5652,522,399,65535,737,2.2881,0.2538,3.437395254934951,0.4488231062000776,0.9693,0.84,0.4523,0.392,0.8573,0.743,20902,4.57,270.1491,East,1.471,2026-03-15T07:51:31Z,148.7775684581165,69.32130832180401,LIGHT
255,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0255.fits,L,2026-03-15T03:52:00Z,30,1x1,-15,-15,0,50,88.1132,525.7433,525,396,65535,607,2.2888,0.2236,3.4473142274070554,0.46046979560649687,0.6832,0.5921,0.4854,0.4206,0.4808,0.4167,20902,4.575,270.1491,East,1.4722,2026-03-15T07:52:01Z,148.77756847305494,69.32130829294276,LIGHT
256,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0256.fits,L,2026-03-15T03:52:00Z,30,1x1,-15,-15,0,50,114.9892,523.4089,522,405,65535,744,2.2887,0.2233,3.4036272302764807,0.4671301556892178,0.8553,0.7412,0.5363,0.4648,0.6663,0.5774,20902,4.575,270.1491,East,1.4734,2026-03-15T07:52:32Z,148.7775684870626,69.32130826588407,LIGHT
257,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0257.fits,L,2026-03-15T03:53:00Z,30,1x1,-15,-15,0,50,80.1079,526.3475,525,397,65535,566,2.4015,0.242,3.670288031350414,0.4304753535617468,1.185,1.027,0.8785,0.7613,0.7953,0.6893,20902,4.565,270.1491,East,1.4746,2026-03-15T07:53:02Z,148.77756850105112,69.32130823886632,LIGHT
258,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0258.fits,L,2026-03-15T03:53:00Z,30,1x1,-15,-15,0,50,69.3338,527.8126,527,368,65535,542,2.2651,0.2172,3.3709072733273864,0.4291028969121614,0.7816,0.6774,0.535,0.4636,0.5698,0.4938,20902,4.535,270.1491,East,1.4759,2026-03-15T07:53:33Z,148.77756851597076,69.3213082100546,LIGHT
259,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0259.fits,L,2026-03-15T03:54:00Z,30,1x1,-15,-15,0,50,97.8572,525.1895,524,404,65535,673,2.2529,0.2413,3.345799667942392,0.4688948106422378,0.8851,0.7671,0.6701,0.5807,0.5782,0.5011,20902,4.515,270.1491,East,1.4771,2026-03-15T07:54:04Z,148.7775685299768,69.32130818301133,LIGHT
260,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0260.fits,L,2026-03-15T03:54:00Z,30,1x1,-15,-15,0,50,63.5527,527.7722,527,398,65535,486,2.1836,0.2173,3.214214128756763,0.4181624699016396,0.6233,0.5402,0.4523,0.392,0.4288,0.3717,20902,4.525,270.1491,East,1.4785,2026-03-15T07:54:40Z,148.7733783878375,69.32130216810641,LIGHT
261,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0261.fits,L,2026-03-15T03:55:00Z,30,1x1,-15,-15,0,50,81.7809,526.2478,525,393,65535,581,2.1745,0.2127,3.261239451395376,0.43786408345031574,0.5546,0.4806,0.3587,0.3109,0.423,0.3666,20902,4.53,270.1491,East,1.4797,2026-03-15T07:55:11Z,148.77337840185405,69.32130214106425,LIGHT
262,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0262.fits,L,2026-03-15T03:55:00Z,30,1x1,-15,-15,0,50,96.5971,524.465,523,387,65535,648,2.2937,0.2476,3.4567672709068127,0.39508297057076264,0.625,0.5416,0.3971,0.3442,0.4826,0.4182,20902,4.54,270.1491,East,1.481,2026-03-15T07:55:41Z,148.77337841677377,69.3213021122839,LIGHT
263,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0263.fits,L,2026-03-15T03:56:00Z,30,1x1,-15.1,-15,0,50,109.8798,523.3354,522,385,65535,714,2.2869,0.2271,3.4502721643531906,0.4621535007257999,0.6543,0.5671,0.42,0.364,0.5017,0.4348,20902,4.54,270.1491,East,1.4822,2026-03-15T07:56:12Z,148.77337843081528,69.32130208520182,LIGHT
264,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0264.fits,L,2026-03-15T03:56:00Z,30,1x1,-15.1,-15,0,50,112.8893,523.2981,522,377,65535,695,2.3024,0.261,3.4967077211744324,0.4686157129451703,0.6259,0.5424,0.4621,0.4005,0.4222,0.3659,20902,4.55,270.1491,East,1.4834,2026-03-15T07:56:43Z,148.77337844483023,69.32130205817508,LIGHT
265,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0265.fits,L,2026-03-15T03:57:00Z,30,1x1,-15.1,-15,0,50,115.5234,522.6751,521,398,65535,792,2.4449,0.2598,3.7534571908510426,0.424093348966889,0.94,0.8147,0.629,0.5451,0.6985,0.6054,20902,4.56,270.1491,East,1.4847,2026-03-15T07:57:13Z,148.77337845978482,69.32130202934064,LIGHT
266,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0266.fits,L,2026-03-15T03:57:00Z,30,1x1,-15,-15,0,50,99.8602,524.3736,523,377,65535,669,2.3683,0.2532,3.594285322224694,0.4385318459015849,0.8411,0.7289,0.738,0.6396,0.4034,0.3496,20902,4.565,270.1491,East,1.4859,2026-03-15T07:57:44Z,148.7733784738103,69.32130200230188,LIGHT
267,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0267.fits,L,2026-03-15T03:58:00Z,30,1x1,-15,-15,0,50,114.8073,522.7753,521,381,65535,785,2.3795,0.2542,3.6146208830176025,0.40823656371392403,0.8656,0.7501,0.4601,0.3987,0.7332,0.6354,20902,4.56,270.1491,East,1.4871,2026-03-15T07:58:14Z,148.77337848784276,69.3213019752536,LIGHT
268,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0268.fits,L,2026-03-15T03:58:00Z,30,1x1,-15,-15,0,50,118.4057,522.6534,521,396,65535,795,2.334,0.2402,3.5561843493318346,0.430902791832929,0.81,0.702,0.504,0.4368,0.6341,0.5496,20902,4.56,270.1491,East,1.4883,2026-03-15T07:58:45Z,148.7733785018646,69.32130194822996,LIGHT
269,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0269.fits,L,2026-03-15T03:59:00Z,30,1x1,-15,-15,0,50,106.7785,522.8643,522,376,65535,738,2.6002,0.3058,3.9918812638986623,0.3724783014877915,1.1784,1.0212,0.8834,0.7656,0.7799,0.6759,20902,4.55,270.1491,East,1.4897,2026-03-15T07:59:16Z,148.7733785168333,69.3213019193859,LIGHT
270,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0270.fits,L,2026-03-15T04:01:00Z,30,1x1,-15,-15,0,50,81.5493,525.8448,525,402,65535,550,2.3981,0.2839,3.7680574990993265,0.3993007362035379,1.1364,0.9849,0.7931,0.6874,0.8138,0.7053,20896,4.775,270.1491,East,1.495,2026-03-15T08:01:27Z,148.77337857768097,69.32130180218216,LIGHT
271,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0271.fits,L,2026-03-15T04:01:00Z,30,1x1,-15,-15,0,50,73.4552,528.749,528,396,65535,477,2.4024,0.2613,3.766683296831552,0.3952716815316405,1.2494,1.0828,0.9704,0.841,0.7869,0.682,20896,4.83,270.1491,East,1.4964,2026-03-15T08:01:57Z,148.77337859265032,69.3213017733601,LIGHT
272,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0272.fits,L,2026-03-15T04:02:00Z,30,1x1,-15,-15,0,50,38.1534,530.1334,530,400,37450,413,2.423,0.2994,3.8755331200944614,0.3991895872043697,0.9759,0.8458,0.7269,0.63,0.6511,0.5643,20896,4.89,270.1491,East,1.4976,2026-03-15T08:02:28Z,148.76918844899828,69.32129576326372,LIGHT
273,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0273.fits,L,2026-03-15T04:02:00Z,30,1x1,-15,-15,0,50,72.2005,527.1184,526,399,65535,530,2.3573,0.2398,3.6687170504107818,0.3958205206553371,0.9343,0.8098,0.7155,0.6201,0.6009,0.5208,20896,4.91,270.1491,East,1.4989,2026-03-15T08:02:59Z,148.76918846308251,69.32129573616646,LIGHT
274,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0274.fits,L,2026-03-15T04:03:00Z,30,1x1,-15,-15,0,50,24.6573,533.8333,533,415,31923,253,2.2809,0.2306,3.529035360566411,0.4417402946556318,1.1009,0.9541,0.5945,0.5152,0.9266,0.803,20896,4.905,270.1491,East,1.5002,2026-03-15T08:03:29Z,148.76918847805166,69.32129570737106,LIGHT
275,c:/users/bcart/astronomy/ASI2600MM/Subs//M81/M81_2026-03-14/M81_2026-03-14_LIGHT_L_30.00_0275.fits,L,2026-03-15T04:04:00Z,30,1x1,-15,-15,0,50,10.1729,537.2985,537,415,6376,103,2.5154,0.2025,4.122509992696763,0.4182516924132541,0.658,0.5702,0.5244,0.4544,0.3975,0.3445,20896,4.895,270.1491,East,1.5015,2026-03-15T08:04:00Z,148.76918849213283,69.32129568028799,LIGHT
