DATE,LEVEL,SOURCE,MEMBER,LINE,MESSAGE
2025-07-08T22:38:41.7051,INFO,HocusFocusStarDetection.cs,Detect,410,Average HFR: 2.8814927250967113, HFR MAD: 0.22805404832597942, Detected Stars 22, Region: 0
2025-07-08T22:38:41.7989,INFO,FocuserVM.cs,MoveFocuserInternal,213,Moving Focuser to position 7610
2025-07-08T22:38:47.1901,INFO,CameraVM.cs,Capture,737,Starting Exposure - Exposure Time: 1s; Filter: L; Gain: 250; Offset 50; Binning: 2x2;
2025-07-08T22:38:48.8163,INFO,AutoFocusEngine.cs,StartBlindFocusPoints,893,Waiting on next left movement analysis
2025-07-08T22:38:49.6724,INFO,HocusFocusStarDetection.cs,Detect,410,Average HFR: 3.1625162771599817, HFR MAD: 0.19788116255095733, Detected Stars 20, Region: 0
2025-07-08T22:38:49.7164,INFO,AutoFocusEngine.cs,StartBlindFocusPoints,846,Enough left trend points (4) with an established minimum (7960) to queue remaining right focus points up to 8160
2025-07-08T22:38:49.7165,INFO,AutoFocusEngine.cs,StartBlindFocusPoints,919,Waiting on remaining AutoFocus analysis tasks
2025-07-08T22:38:49.7205,INFO,FocuserVM.cs,MoveFocuserInternal,213,Moving Focuser to position 7870
2025-07-08T22:38:57.2384,INFO,AutoFocusEngine.cs,ValidateCalculatedFocusPosition,1159,Validating HFR at final focus position 7870
2025-07-08T22:38:57.2444,INFO,CameraVM.cs,Capture,737,Starting Exposure - Exposure Time: 1s; Filter: L; Gain: 250; Offset 50; Binning: 2x2;
2025-07-08T22:38:59.7333,INFO,HocusFocusStarDetection.cs,Detect,410,Average HFR: 1.5590019863143714, HFR MAD: 0.02919152584260698, Detected Stars 8, Region: 0
2025-07-08T22:38:59.7338,INFO,HocusFocusVM.cs,AutoFocusEngine_Completed,472,AutoFocus completed with focuser starting at 8060 and ending at 7870
2025-07-08T22:38:59.7360,INFO,BackgroundWorker.cs,OnAFFileChanged,91,Found new AF report
2025-07-08T22:38:59.7368,INFO,FocuserMediator.cs,BroadcastSuccessfulAutoFocusRun,45,Autofocus notification received - Temperature 0
