DATE,MESSAGE,ROLE,EVENT_ID,TYPE
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1014,end
45860.14,"Starting Category: Guider, Item: Dither",Dither,1015,start
45860.14,"Finishing Category: Guider, Item: Dither",Dither,1015,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1017,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1017,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1019,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1019,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1020,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1020,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R",SwitchFilter,1022,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R",SwitchFilter,1022,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1024,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1024,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1025,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1025,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G",SwitchFilter,1027,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G",SwitchFilter,1027,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1029,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1029,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1030,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1030,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B",SwitchFilter,1032,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B",SwitchFilter,1032,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1034,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1034,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1035,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1035,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1037,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1037,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1039,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1039,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1040,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1040,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1041,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1041,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1043,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1043,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1044,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1044,end
45860.14,"Starting Category: Guider, Item: Dither",Dither,1045,start
45860.14,"Finishing Category: Guider, Item: Dither",Dither,1045,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1047,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1047,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1049,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1049,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1050,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1050,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R",SwitchFilter,1052,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R",SwitchFilter,1052,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1054,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1054,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1055,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1055,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G",SwitchFilter,1057,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G",SwitchFilter,1057,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1059,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1059,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1060,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1060,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B",SwitchFilter,1062,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B",SwitchFilter,1062,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1064,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1064,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1065,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1065,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1067,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1067,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1069,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1069,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1070,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1070,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1071,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1071,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1073,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1073,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1074,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1074,end
45860.14,"Starting Category: Guider, Item: Dither",Dither,1075,start
45860.14,"Finishing Category: Guider, Item: Dither",Dither,1075,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1077,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1077,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1079,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1079,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1080,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1080,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R",SwitchFilter,1082,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R",SwitchFilter,1082,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1084,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1084,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1085,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1085,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G",SwitchFilter,1087,start
45860.14,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G",SwitchFilter,1087,end
45860.14,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1089,start
45860.14,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1089,end
45860.14,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1090,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1090,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B",SwitchFilter,1092,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B",SwitchFilter,1092,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1094,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1094,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1095,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1095,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1097,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1097,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1099,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1099,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1100,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1100,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1101,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1101,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1103,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1103,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1104,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1104,end
45860.15,"Starting Category: Guider, Item: Dither",Dither,1105,start
45860.15,"Finishing Category: Guider, Item: Dither",Dither,1105,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1107,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1107,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1109,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1109,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1110,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1110,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R",SwitchFilter,1112,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R",SwitchFilter,1112,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1114,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1114,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1115,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1115,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G",SwitchFilter,1117,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G",SwitchFilter,1117,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1119,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1119,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1120,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1120,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B",SwitchFilter,1122,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B",SwitchFilter,1122,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1124,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1124,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1125,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1125,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1127,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1127,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1129,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1129,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1130,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1130,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1131,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1131,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1133,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1133,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1134,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1134,end
45860.15,"Starting Category: Guider, Item: Dither",Dither,1135,start
45860.15,"Finishing Category: Guider, Item: Dither",Dither,1135,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1137,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1137,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1139,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1139,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1140,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1140,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R",SwitchFilter,1142,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R",SwitchFilter,1142,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1144,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1144,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1145,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1145,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G",SwitchFilter,1147,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G",SwitchFilter,1147,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1149,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1149,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1150,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1150,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B",SwitchFilter,1152,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B",SwitchFilter,1152,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1154,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1154,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1155,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1155,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1157,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1157,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1159,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1159,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1160,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1160,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1161,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1161,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1163,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1163,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1164,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1164,end
45860.15,"Starting Category: Guider, Item: Dither",Dither,1165,start
45860.15,"Finishing Category: Guider, Item: Dither",Dither,1165,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1167,start
45860.15,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1167,end
45860.15,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1169,start
45860.15,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1169,end
45860.15,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1170,start
45860.16,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1170,end
45860.16,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R",SwitchFilter,1172,start
45860.16,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: R",SwitchFilter,1172,end
45860.16,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1174,start
45860.16,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1174,end
45860.16,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1175,start
45860.16,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1175,end
45860.16,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G",SwitchFilter,1177,start
45860.16,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: G",SwitchFilter,1177,end
45860.16,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1179,start
45860.16,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1179,end
45860.16,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1180,start
45860.16,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1180,end
45860.16,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B",SwitchFilter,1182,start
45860.16,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: B",SwitchFilter,1182,end
45860.16,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1184,start
45860.16,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1184,end
45860.16,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1185,start
45860.16,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 30, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1185,end
45860.16,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1187,start
45860.16,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1187,end
45860.16,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1189,start
45860.16,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1189,end
45860.16,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1190,start
45860.16,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1190,end
45860.16,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1191,start
45860.16,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1191,end
45860.16,"Starting Category: Guider, Item: StartGuiding",StartGuiding,1193,start
45860.16,"Finishing Category: Guider, Item: StartGuiding",StartGuiding,1193,end
45860.16,"Starting Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1194,start
45860.16,"Finishing Category: Powerups (Enhanced Instructions), Item: TakeExposure, ExposureTime 60, Gain 100, Offset 50, ImageType LIGHT, Binning 1x1",TakeExposure,1194,end
45860.16,"Starting Category: Guider, Item: Dither",Dither,1195,start
45860.16,"Finishing Category: Guider, Item: Dither",Dither,1195,end
45860.16,"Starting Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1197,start
45860.16,"Finishing Category: Powerups (Enhanced Instructions), Item: SwitchFilter, Filter: L",SwitchFilter,1197,end
